areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12
Greenwich Village,Manhattan,neighborhood,850000.000,845000.000,799000.000,800000.000,835000.000,845000.000,785000.000,745000.000,725000.000,725000.000,699000.000,735000.000,745000.000,749500.000,749000.000,710000.000,699000.000,749000.000,719500.000,699000.000,714000.000,749000.000,809500.000,855000.000,850000.000,869000.000,799000.000,799000.000,799000.000,750000.000,797000.000,825000.000,849000.000,850000.000,849500.000,834000.000,797000.000,850000.000,899000.000,914000.000,899000.000,850000.000,825000.000,750000.000,812000.000,950000.000,1048750.000,900000.000,925000.000,995000.000,987000.000,999000.000,899000.000,980000.000,960000.000,900000.000,1090000.000,1157500.000,1150000.000,1100000.000,1075000.000,1195000.000,1249000.000,1287495.000,1325000.000,1292500.000,1300000.000,1297000.000,1312500.000,1512500.000,1545000.000,1635000.000,1295000.000,1350000.000,1290000.000,1495000.000,1285000.000,1195000.000,1195000.000,1195000.000,1195000.000,1250000.000,1297000.000,1245000.000,1247500.000,1245000.000,1260000.000,1299000.000,1300000.000,1339000.000,1295000.000,1295000.000,1499500.000,1500000.000,1322500.000,1350000.000,1250000.000,1250000.000,1295000.000,1345000.000,1399000.000,1395000.000,1292500.000,1295000.000,1295000.000,1350000.000,1350000.000,1347500.000,1324500.000,1325000.000,1332500.000,1299500.000,1249500.000,1225000.000,1196500.000,1150000.000,1195000.000,1198500.000,1275000.000,1262500.000,1195000.000,1150000.000,1197500.000,1195000.000,1195000.000,1187500.000,1195000.000,1195000.000,1197000.000,1235000.000,1195000.000,1175000.000,1150000.000,1195000.000,1195000.000,1200000.000,1250000.000,1209500.000,1195000.000,1268500.000,1295000.000,1410000.000,1350000.000,1275000.000,1350000.000,1395000.000,1395000.000,1395000.000,1395000.000,1450000.000,1350000.000,1299000.000,1295000.000,1295000.000,1295000.000,1275000.000
Greenwood,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Heights,Manhattan,neighborhood,262500.000,260000.000,262500.000,266500.000,270000.000,275000.000,270000.000,270000.000,280000.000,280000.000,272500.000,250000.000,265000.000,250000.000,289500.000,289000.000,267500.000,267500.000,265000.000,270000.000,285000.000,280000.000,282500.000,280000.000,280000.000,275000.000,265000.000,235000.000,228500.000,233500.000,232000.000,235000.000,249500.000,304000.000,309000.000,319000.000,309000.000,314000.000,304000.000,299000.000,279000.000,269000.000,275000.000,277000.000,282500.000,294500.000,280000.000,285000.000,274000.000,285000.000,290000.000,299000.000,299000.000,299000.000,290000.000,299000.000,309000.000,320000.000,336500.000,349000.000,349000.000,339500.000,330000.000,349000.000,330500.000,330000.000,331000.000,349000.000,350000.000,350000.000,364500.000,384500.000,350000.000,328000.000,312500.000,354500.000,349000.000,334000.000,349000.000,339000.000,375000.000,319000.000,379000.000,339000.000,379500.000,400000.000,375000.000,365000.000,375000.000,374500.000,375000.000,369750.000,385000.000,399000.000,423500.000,423500.000,420000.000,399999.000,395000.000,377000.000,374750.000,350000.000,367250.000,381250.000,392000.000,389000.000,389000.000,387000.000,387000.000,394000.000,389000.000,397000.000,395000.000,395000.000,365000.000,365000.000,389000.000,389000.000,365000.000,382000.000,375000.000,389000.000,389000.000,389000.000,387000.000,367500.000,367500.000,417500.000,409500.000,419500.000,399500.000,400000.000,420000.000,420000.000,399000.000,400000.000,400000.000,400000.000,400000.000,399000.000,399500.000,399000.000,400000.000,399000.000,385000.000,382500.000,385000.000,399500.000,400000.000,410000.000,399990.000,434500.000,449500.000,424500.000,400000.000,450000.000
Highbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000.000,,95000.000,95000.000,95000.000,96750.000,98700.000,118000.000,118000.000,118000.000,,,,,,,,,,112500.000,110000.000,,100000.000,,,,82000.000,82000.000,,,,75000.000,82000.000,,,,,,,,,146700.000,,,,,,,,104500.000,109000.000,,109000.000,114500.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164500.000,165000.000,162500.000,169000.000,169000.000,169000.000,169000.000,,
Hillcrest,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollis,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Howard Beach,Queens,neighborhood,,,,,,,,,,,,,,,,,132450.000,115000.000,149900.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.000,,,,,,,,,,,,,,,180000.000,180000.000,,200000.000,184500.000,214999.000,222000.000,229000.000,213900.000,,,,,,,189000.000,184250.000,178800.000,194000.000,238500.000,,233000.000,209000.000,,,,,,249000.000,189000.000,175000.000,,,,,299000.000,,,,,,,,,,,,,,,,,249000.000,249000.000,244000.000,246500.000,249000.000,249250.000,202000.000,237000.000,239999.000,235950.000,239999.000,239999.000,239999.000,239999.000,239999.000,239999.000,249000.000,248250.000,267000.000,267000.000,261194.000,261194.000
Hunts Point,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inwood,Manhattan,neighborhood,324000.000,300000.000,300000.000,300000.000,299000.000,299000.000,299500.000,299000.000,298250.000,295750.000,294000.000,297000.000,294000.000,291500.000,289000.000,291500.000,299500.000,299000.000,281500.000,284000.000,284000.000,277000.000,273000.000,273000.000,273000.000,284000.000,289000.000,295000.000,310000.000,310000.000,304500.000,297000.000,288250.000,292000.000,270000.000,274500.000,285000.000,282500.000,285000.000,294000.000,286200.000,319000.000,304950.000,322000.000,313900.000,313900.000,300000.000,300000.000,295000.000,292500.000,292500.000,295000.000,314000.000,314000.000,297500.000,302000.000,329000.000,336000.000,336000.000,332500.000,319000.000,320000.000,322500.000,322000.000,325000.000,329000.000,325000.000,321000.000,319000.000,339000.000,339000.000,321000.000,349500.000,355000.000,360000.000,339000.000,362000.000,339000.000,358000.000,390500.000,400000.000,384000.000,400000.000,400000.000,464500.000,509500.000,509500.000,499000.000,409000.000,399000.000,399000.000,464000.000,442000.000,464500.000,442000.000,430000.000,430000.000,439500.000,449000.000,449000.000,457500.000,499000.000,417900.000,409000.000,399000.000,399000.000,387000.000,389250.000,425000.000,389000.000,399000.000,389000.000,399999.000,419000.000,419000.000,404500.000,404500.000,419000.000,419500.000,435000.000,422500.000,482500.000,434500.000,419000.000,467000.000,419000.000,419000.000,454000.000,449000.000,485000.000,449000.000,449000.000,449000.000,454000.000,449000.000,459000.000,439000.000,419000.000,399000.000,399000.000,399000.000,409000.000,409500.000,394500.000,404500.000,409500.000,404500.000,398900.000,424900.000,424950.000,416250.000,416250.000,432500.000,474950.000,479000.000,399000.000
Jackson Heights,Queens,neighborhood,245000.000,227500.000,219500.000,225000.000,225000.000,225000.000,224900.000,224950.000,230000.000,259000.000,269000.000,269000.000,254444.000,249000.000,229000.000,230000.000,230000.000,230000.000,230000.000,225900.000,225000.000,225900.000,226500.000,226500.000,239000.000,239000.000,248500.000,249000.000,239000.000,239000.000,235000.000,235000.000,239000.000,239000.000,235000.000,230000.000,239000.000,239000.000,239000.000,239000.000,239000.000,246500.000,239000.000,242750.000,239000.000,239000.000,229000.000,222290.000,229000.000,229000.000,224000.000,228500.000,230000.000,230000.000,244000.000,249000.000,249000.000,257000.000,249000.000,249000.000,249000.000,249000.000,249000.000,249000.000,279000.000,299000.000,299000.000,299000.000,299000.000,321500.000,329000.000,299000.000,304500.000,295000.000,285000.000,339000.000,389000.000,399000.000,399000.000,399000.000,399000.000,384985.000,392500.000,389985.000,395000.000,399000.000,443500.000,428000.000,429000.000,395000.000,385000.000,362500.000,382500.000,386750.000,386750.000,380000.000,389000.000,399000.000,407000.000,407000.000,399000.000,379000.000,379000.000,384000.000,397000.000,399000.000,415000.000,384000.000,389000.000,389000.000,388500.000,399000.000,399000.000,399000.000,415000.000,412500.000,399000.000,389000.000,386500.000,388500.000,398000.000,389000.000,369000.000,368500.000,368000.000,389000.000,398000.000,399000.000,399000.000,425000.000,423000.000,425000.000,421000.000,407000.000,398750.000,399000.000,395000.000,399000.000,379000.000,385000.000,375000.000,385000.000,370000.000,379500.000,376500.000,375000.000,369500.000,373000.000,369000.000,369000.000,365000.000,362500.000,365000.000,350000.000,355000.000,349000.000
Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,119000.000,119000.000,119000.000,,119000.000,109398.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128700.000,,123750.000,123750.000,123750.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.000
Jamaica Estates,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.000,97700.000,100450.000,,125000.000,127500.000,130000.000,,147500.000,,165000.000,147450.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228000.000,226500.000,226500.000,226500.000,,,,235000.000,230000.000,230000.000,245000.000,230000.000,235000.000,212000.000,225000.000,225000.000,225000.000,,,,,,199000.000,,,,215000.000,215000.000,,
Jamaica Hills,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170000.000,170000.000,155000.000,,,
Kensington,Brooklyn,neighborhood,259000.000,259000.000,259000.000,265000.000,269000.000,259500.000,259500.000,258000.000,269000.000,255000.000,249950.000,249900.000,249450.000,249000.000,249000.000,249000.000,239000.000,250000.000,242000.000,235000.000,229000.000,229000.000,229000.000,216000.000,225000.000,225000.000,237000.000,229000.000,229000.000,229000.000,229000.000,229000.000,229000.000,242000.000,239000.000,244000.000,255000.000,259000.000,265500.000,259000.000,259500.000,270000.000,260000.000,255000.000,260000.000,260000.000,278500.000,285000.000,285000.000,300000.000,300000.000,295000.000,310000.000,284500.000,310000.000,277000.000,279000.000,294000.000,284000.000,275000.000,349000.000,354500.000,355000.000,350000.000,339000.000,319000.000,362500.000,425000.000,425000.000,426500.000,420000.000,399000.000,429500.000,450000.000,444750.000,439000.000,439000.000,422500.000,399000.000,395000.000,395000.000,395000.000,399000.000,392500.000,395000.000,390000.000,400000.000,432495.000,450000.000,425000.000,450000.000,461500.000,488000.000,503500.000,516000.000,476000.000,494000.000,499000.000,494000.000,450000.000,459500.000,459000.000,485000.000,485000.000,485000.000,499000.000,475000.000,465000.000,459000.000,449000.000,449000.000,459000.000,449000.000,460000.000,454500.000,449000.000,462500.000,455000.000,449000.000,425000.000,439000.000,449000.000,455000.000,452500.000,462500.000,477500.000,475000.000,449500.000,452500.000,449500.000,455000.000,450000.000,455000.000,475000.000,459000.000,448000.000,449000.000,450000.000,469000.000,450000.000,450000.000,449500.000,437500.000,429500.000,446500.000,442500.000,447750.000,447500.000,447500.000,440000.000,438000.000,438500.000,440000.000,439000.000,438500.000,445000.000
Kew Gardens,Queens,neighborhood,199000.000,194000.000,185000.000,199000.000,189000.000,189000.000,194000.000,189000.000,189000.000,170000.000,179000.000,179000.000,189000.000,189000.000,189000.000,179000.000,189900.000,189900.000,179000.000,179000.000,174000.000,169500.000,174000.000,174000.000,167000.000,169000.000,165000.000,167000.000,169000.000,169000.000,174000.000,174000.000,169000.000,182000.000,179000.000,169000.000,169000.000,167500.000,177000.000,183500.000,175000.000,179000.000,173750.000,192250.000,179000.000,175000.000,179000.000,179000.000,180000.000,180000.000,180000.000,194750.000,195000.000,194000.000,199000.000,185000.000,199000.000,205000.000,199000.000,185000.000,189000.000,189000.000,199000.000,189000.000,189000.000,189500.000,192000.000,189000.000,199444.000,205000.000,210000.000,212500.000,205000.000,199999.000,205000.000,210000.000,208000.000,205000.000,199000.000,205000.000,238944.000,238944.000,238944.000,235000.000,237888.000,239000.000,239000.000,250000.000,250000.000,265000.000,259000.000,284944.000,259000.000,262500.000,250000.000,257500.000,269000.000,248500.000,248000.000,248500.000,250000.000,255000.000,255000.000,250000.000,279000.000,262000.000,276500.000,265000.000,265000.000,295000.000,282500.000,284999.000,287000.000,282000.000,276500.000,279000.000,292000.000,282500.000,279500.000,290000.000,295000.000,285000.000,279500.000,279999.000,277500.000,275000.000,275000.000,275000.000,277500.000,284000.000,295000.000,275000.000,275000.000,279950.000,279999.000,292000.000,287500.000,275000.000,275000.000,269000.000,272500.000,272500.000,265000.000,265000.000,265000.000,269000.000,265000.000,265000.000,265000.000,291500.000,262000.000,247500.000,272000.000,275000.000,279000.000,280000.000
Kew Gardens Hills,Queens,neighborhood,193000.000,197500.000,195999.000,204000.000,194000.000,199000.000,199000.000,199000.000,199000.000,189000.000,189000.000,189000.000,189000.000,184000.000,184000.000,165550.000,165550.000,165550.000,165550.000,179000.000,179000.000,179100.000,179100.000,179100.000,179100.000,179000.000,179000.000,179000.000,178500.000,175500.000,173000.000,171500.000,179000.000,179000.000,179000.000,179000.000,179000.000,134450.000,149000.000,144450.000,153888.000,169000.000,169000.000,169000.000,167000.000,167000.000,165444.000,167444.000,179000.000,179000.000,179000.000,179444.000,169450.000,169000.000,179444.000,179888.000,189900.000,194000.000,184000.000,178500.000,179000.000,191500.000,198000.000,208888.000,204444.000,208888.000,191500.000,190500.000,180000.000,190500.000,191500.000,194000.000,196500.000,200000.000,207944.000,209900.000,209950.000,190000.000,199888.000,189000.000,203444.000,197450.000,215000.000,225000.000,210000.000,215000.000,219000.000,222000.000,235000.000,229400.000,230000.000,229000.000,234500.000,249000.000,264880.000,264890.000,259940.000,252500.000,255000.000,264880.000,259888.000,259888.000,264880.000,264880.000,265000.000,272000.000,284390.000,283900.000,285380.000,284890.000,284890.000,285880.000,281450.000,283900.000,268000.000,269980.000,279500.000,288000.000,280000.000,286500.000,270000.000,279999.000,277500.000,272500.000,269000.000,266500.000,262000.000,269500.000,269000.000,269999.000,280000.000,279500.000,279000.000,292440.000,309880.000,290000.000,289444.000,286900.000,282440.000,279950.000,279450.000,279450.000,279000.000,285000.000,282450.000,269000.000,266500.000,268000.000,271500.000,270000.000,265000.000,260500.000,265000.000,266500.000,268000.000,278000.000
